"Season","Team","GP","W","L","PTS","PCT","GF","GA","PP.","PK.","League","MemorialCupYear","MemorialCupWinner","CleanedTeam","TeamYearID"
"09_10","Erie x - Erie Otters",68,33,28,73,0.537,257,259,0.217,0.776,"OHL",2010,"0","Erie Otters","Erie Otters_2010"
"09_10","Kingston x - Kingston Frontenacs",68,33,30,71,0.522,229,251,0.144,0.81,"OHL",2010,"0","Kingston Frontenacs","Kingston Frontenacs_2010"
"09_10","Brampton x - Brampton Battalion",68,25,29,64,0.471,167,181,0.143,0.858,"OHL",2010,"0","Brampton Battalion","Brampton Battalion_2010"
"09_10","Peterborough x - Peterborough Petes",68,29,35,62,0.456,231,277,0.196,0.814,"OHL",2010,"0","Peterborough Petes","Peterborough Petes_2010"
"09_10","Owen Sound x - Owen Sound Attack",68,27,33,62,0.456,221,276,0.153,0.772,"OHL",2010,"0","Owen Sound Attack","Owen Sound Attack_2010"
"09_10","Niagara x - Niagara IceDogs",68,26,34,60,0.441,191,233,0.141,0.794,"OHL",2010,"0","Niagara IceDogs","Niagara IceDogs_2010"
"09_10","Sudbury x - Sudbury Wolves",68,26,35,59,0.434,193,267,0.159,0.8,"OHL",2010,"0","Sudbury Wolves","Sudbury Wolves_2010"
"09_10","Oshawa x - Oshawa Generals",68,24,39,53,0.39,216,299,0.171,0.792,"OHL",2010,"0","Oshawa Generals","Oshawa Generals_2010"
"09_10","Belleville x - Belleville Bulls",68,20,40,48,0.353,189,263,0.172,0.796,"OHL",2010,"0","Belleville Bulls","Belleville Bulls_2010"
"09_10","Sarnia x - Sarnia Sting",68,17,46,39,0.287,184,295,0.146,0.753,"OHL",2010,"0","Sarnia Sting","Sarnia Sting_2010"
"10_11","Mississauga xy - Mississauga St. Michael's Majors",68,53,13,108,0.794,287,170,0.218,0.798,"OHL",2011,"0","Mississauga St. Michael's Majors","Mississauga St. Michael's Majors_2011"
"10_11","Owen Sound xy - Owen Sound Attack",68,46,17,97,0.713,283,215,0.238,0.812,"OHL",2011,"0","Owen Sound Attack","Owen Sound Attack_2011"
"10_11","Ottawa xy - Ottawa 67's",68,44,19,93,0.684,278,199,0.216,0.825,"OHL",2011,"0","Ottawa 67's","Ottawa 67's_2011"
"10_11","Saginaw xy - Saginaw Spirit",68,40,22,86,0.632,243,207,0.218,0.852,"OHL",2011,"0","Saginaw Spirit","Saginaw Spirit_2011"
"10_11","Niagara x - Niagara IceDogs",68,45,17,96,0.706,273,197,0.227,0.831,"OHL",2011,"0","Niagara IceDogs","Niagara IceDogs_2011"
"10_11","Oshawa x - Oshawa Generals",68,39,19,88,0.647,273,240,0.213,0.8,"OHL",2011,"0","Oshawa Generals","Oshawa Generals_2011"
"10_11","Kitchener x - Kitchener Rangers",68,38,21,85,0.625,256,217,0.22,0.803,"OHL",2011,"0","Kitchener Rangers","Kitchener Rangers_2011"
"10_11","Windsor x - Windsor Spitfires",68,39,23,84,0.618,280,247,0.21,0.807,"OHL",2011,"0","Windsor Spitfires","Windsor Spitfires_2011"
"10_11","Erie x - Erie Otters",68,40,26,82,0.603,281,227,0.218,0.832,"OHL",2011,"0","Erie Otters","Erie Otters_2011"
"10_11","Plymouth x - Plymouth Whalers",68,36,26,78,0.574,249,219,0.197,0.819,"OHL",2011,"0","Plymouth Whalers","Plymouth Whalers_2011"
"10_11","Guelph x - Guelph Storm",68,34,27,75,0.551,249,258,0.209,0.793,"OHL",2011,"0","Guelph Storm","Guelph Storm_2011"
"10_11","London x - London Knights",68,34,29,73,0.537,230,253,0.163,0.771,"OHL",2011,"0","London Knights","London Knights_2011"
"10_11","Kingston x - Kingston Frontenacs",68,29,30,67,0.493,245,279,0.197,0.758,"OHL",2011,"0","Kingston Frontenacs","Kingston Frontenacs_2011"
"10_11","Brampton x - Brampton Battalion",68,29,32,65,0.478,190,214,0.185,0.824,"OHL",2011,"0","Brampton Battalion","Brampton Battalion_2011"
"10_11","Sudbury x - Sudbury Wolves",68,29,35,62,0.456,235,276,0.24,0.803,"OHL",2011,"0","Sudbury Wolves","Sudbury Wolves_2011"
"10_11","Sarnia Sarnia Sting",68,25,36,57,0.419,243,321,0.174,0.764,"OHL",2011,"0","Sarnia Sting","Sarnia Sting_2011"
"10_11","Sault Ste. Marie Sault Ste. Marie Greyhounds",68,24,36,56,0.412,238,277,0.186,0.775,"OHL",2011,"0","Sault Ste. Marie Sault Ste. Marie Greyhounds","Sault Ste. Marie Sault Ste. Marie Greyhounds_2011"
"10_11","Belleville x - Belleville Bulls",68,21,43,46,0.338,175,272,0.158,0.767,"OHL",2011,"0","Belleville Bulls","Belleville Bulls_2011"
"10_11","Peterborough Peterborough Petes",68,20,45,43,0.316,195,298,0.205,0.752,"OHL",2011,"0","Peterborough Petes","Peterborough Petes_2011"
"10_11","Barrie Barrie Colts",68,15,49,34,0.25,231,348,0.207,0.716,"OHL",2011,"0","Barrie Colts","Barrie Colts_2011"
"11_12","London xy - London Knights",68,49,18,99,0.728,277,178,0.196,0.809,"OHL",2012,"0","London Knights","London Knights_2012"
"11_12","Niagara xy - Niagara IceDogs",68,47,18,97,0.713,291,169,0.268,0.855,"OHL",2012,"0","Niagara IceDogs","Niagara IceDogs_2012"
"11_12","Plymouth xy - Plymouth Whalers",68,47,18,97,0.713,279,205,0.226,0.848,"OHL",2012,"0","Plymouth Whalers","Plymouth Whalers_2012"
"11_12","Ottawa xy - Ottawa 67's",68,40,20,88,0.647,268,216,0.2,0.81,"OHL",2012,"0","Ottawa 67's","Ottawa 67's_2012"
"11_12","Kitchener x - Kitchener Rangers",68,42,24,86,0.632,253,211,0.198,0.795,"OHL",2012,"0","Kitchener Rangers","Kitchener Rangers_2012"
"11_12","Barrie x - Barrie Colts",68,40,23,85,0.625,248,210,0.227,0.822,"OHL",2012,"0","Barrie Colts","Barrie Colts_2012"
"11_12","Brampton x - Brampton Battalion",68,36,22,82,0.603,202,188,0.157,0.849,"OHL",2012,"0","Brampton Battalion","Brampton Battalion_2012"
"11_12","Sudbury x - Sudbury Wolves",68,36,26,78,0.574,242,240,0.196,0.765,"OHL",2012,"0","Sudbury Wolves","Sudbury Wolves_2012"
"11_12","Sarnia x - Sarnia Sting",68,34,27,75,0.551,243,235,0.215,0.825,"OHL",2012,"0","Sarnia Sting","Sarnia Sting_2012"
"11_12","Saginaw x - Saginaw Spirit",68,33,27,74,0.544,259,259,0.219,0.817,"OHL",2012,"0","Saginaw Spirit","Saginaw Spirit_2012"
"11_12","Mississauga x - Mississauga St. Michael's Majors",68,33,28,73,0.537,201,219,0.173,0.815,"OHL",2012,"0","Mississauga St. Michael's Majors","Mississauga St. Michael's Majors_2012"
"11_12","Belleville x - Belleville Bulls",68,35,32,71,0.522,200,221,0.14,0.832,"OHL",2012,"0","Belleville Bulls","Belleville Bulls_2012"
"11_12","Owen Sound x - Owen Sound Attack",68,32,29,71,0.522,234,220,0.175,0.796,"OHL",2012,"0","Owen Sound Attack","Owen Sound Attack_2012"
"11_12","Oshawa x - Oshawa Generals",68,31,30,69,0.507,242,241,0.198,0.786,"OHL",2012,"0","Oshawa Generals","Oshawa Generals_2012"
"11_12","Guelph x - Guelph Storm",68,31,31,68,0.5,234,238,0.191,0.824,"OHL",2012,"0","Guelph Storm","Guelph Storm_2012"
"11_12","Windsor x - Windsor Spitfires",68,29,32,65,0.478,213,258,0.183,0.773,"OHL",2012,"0","Windsor Spitfires","Windsor Spitfires_2012"
"11_12","Sault Ste. Marie Sault Ste. Marie Greyhounds",68,29,33,64,0.471,227,272,0.186,0.795,"OHL",2012,"0","Sault Ste. Marie Sault Ste. Marie Greyhounds","Sault Ste. Marie Sault Ste. Marie Greyhounds_2012"
"11_12","Peterborough Peterborough Petes",68,27,34,61,0.449,219,281,0.181,0.763,"OHL",2012,"0","Peterborough Petes","Peterborough Petes_2012"
"11_12","Kingston Kingston Frontenacs",68,19,41,46,0.338,188,290,0.146,0.785,"OHL",2012,"0","Kingston Frontenacs","Kingston Frontenacs_2012"
"11_12","Erie Erie Otters",68,10,52,26,0.191,169,338,0.199,0.771,"OHL",2012,"0","Erie Otters","Erie Otters_2012"
"12_13","London xy - London Knights",68,50,13,105,0.772,279,180,0.251,0.832,"OHL",2013,"0","London Knights","London Knights_2013"
"12_13","Belleville xy - Belleville Bulls",68,44,16,96,0.706,228,167,0.177,0.859,"OHL",2013,"0","Belleville Bulls","Belleville Bulls_2013"
"12_13","Plymouth xy - Plymouth Whalers",68,42,17,93,0.684,292,202,0.226,0.841,"OHL",2013,"0","Plymouth Whalers","Plymouth Whalers_2013"
"12_13","Barrie xy - Barrie Colts",68,44,20,92,0.676,245,185,0.253,0.774,"OHL",2013,"0","Barrie Colts","Barrie Colts_2013"
"12_13","Owen Sound x - Owen Sound Attack",68,44,18,94,0.691,231,165,0.207,0.843,"OHL",2013,"0","Owen Sound Attack","Owen Sound Attack_2013"
"12_13","Oshawa x - Oshawa Generals",68,42,22,88,0.647,235,192,0.217,0.797,"OHL",2013,"0","Oshawa Generals","Oshawa Generals_2013"
"12_13","Kitchener x - Kitchener Rangers",68,39,20,87,0.64,216,185,0.181,0.837,"OHL",2013,"0","Kitchener Rangers","Kitchener Rangers_2013"
"12_13","Guelph x - Guelph Storm",68,39,23,84,0.618,253,210,0.168,0.807,"OHL",2013,"0","Guelph Storm","Guelph Storm_2013"
"12_13","Sault Ste. Marie x - Sault Ste. Marie Greyhounds",68,36,26,78,0.574,262,257,0.207,0.761,"OHL",2013,"0","Sault Ste. Marie Greyhounds","Sault Ste. Marie Greyhounds_2013"
"12_13","Brampton x - Brampton Battalion",68,34,25,77,0.566,193,190,0.197,0.824,"OHL",2013,"0","Brampton Battalion","Brampton Battalion_2013"
"12_13","Sarnia x - Sarnia Sting",68,35,28,75,0.551,247,254,0.252,0.795,"OHL",2013,"0","Sarnia Sting","Sarnia Sting_2013"
"12_13","Saginaw x - Saginaw Spirit",68,32,29,71,0.522,250,264,0.179,0.77,"OHL",2013,"0","Saginaw Spirit","Saginaw Spirit_2013"
"12_13","Sudbury x - Sudbury Wolves",68,29,27,70,0.515,214,234,0.228,0.771,"OHL",2013,"0","Sudbury Wolves","Sudbury Wolves_2013"
"12_13","Niagara x - Niagara IceDogs",68,30,34,64,0.471,227,250,0.195,0.787,"OHL",2013,"0","Niagara IceDogs","Niagara IceDogs_2013"
"12_13","Windsor Windsor Spitfires",68,26,33,61,0.449,212,278,0.22,0.794,"OHL",2013,"0","Windsor Spitfires","Windsor Spitfires_2013"
"12_13","Kingston x - Kingston Frontenacs",68,27,35,60,0.441,217,273,0.158,0.727,"OHL",2013,"0","Kingston Frontenacs","Kingston Frontenacs_2013"
"12_13","Steelheads x - Mississauga Steelheads",68,26,34,60,0.441,179,221,0.195,0.783,"OHL",2013,"0","Mississauga Steelheads","Mississauga Steelheads_2013"
"12_13","Peterborough Peterborough Petes",68,26,35,59,0.434,202,254,0.161,0.741,"OHL",2013,"0","Peterborough Petes","Peterborough Petes_2013"
"12_13","Erie Erie Otters",68,19,40,47,0.346,206,312,0.193,0.76,"OHL",2013,"0","Erie Otters","Erie Otters_2013"
"12_13","Ottawa Ottawa 67's",68,16,46,38,0.279,208,323,0.249,0.762,"OHL",2013,"0","Ottawa 67's","Ottawa 67's_2013"
"13_14","Guelph xy - Guelph Storm",68,52,12,108,0.794,340,191,0.271,0.819,"OHL",2014,"0","Guelph Storm","Guelph Storm_2014"
"13_14","Sault Ste. Marie xy - Sault Ste. Marie Greyhounds",68,44,17,95,0.699,267,198,0.209,0.848,"OHL",2014,"0","Sault Ste. Marie Greyhounds","Sault Ste. Marie Greyhounds_2014"
"13_14","Oshawa xy - Oshawa Generals",68,42,20,90,0.662,232,187,0.255,0.829,"OHL",2014,"0","Oshawa Generals","Oshawa Generals_2014"
"13_14","North Bay xy - North Bay Battalion",68,38,24,82,0.603,220,189,0.157,0.824,"OHL",2014,"0","North Bay Battalion","North Bay Battalion_2014"
"13_14","Erie x - Erie Otters",68,52,14,106,0.779,312,170,0.307,0.842,"OHL",2014,"0","Erie Otters","Erie Otters_2014"
"13_14","London x - London Knights",68,49,14,103,0.757,316,203,0.268,0.82,"OHL",2014,"0","London Knights","London Knights_2014"
"13_14","Kingston x - Kingston Frontenacs",68,39,23,84,0.618,301,255,0.232,0.762,"OHL",2014,"0","Kingston Frontenacs","Kingston Frontenacs_2014"
"13_14","Barrie x - Barrie Colts",68,37,28,77,0.566,266,218,0.201,0.808,"OHL",2014,"0","Barrie Colts","Barrie Colts_2014"
"13_14","Windsor x - Windsor Spitfires",68,37,28,77,0.566,249,235,0.19,0.77,"OHL",2014,"0","Windsor Spitfires","Windsor Spitfires_2014"
"13_14","Sudbury x - Sudbury Wolves",68,33,24,77,0.566,220,228,0.205,0.771,"OHL",2014,"0","Sudbury Wolves","Sudbury Wolves_2014"
