"Season","Team","GP","W","L","PTS","PCT","GF","GA","PP.","PK.","League","MemorialCupYear","MemorialCupWinner","CleanedTeam","TeamYearID"
"99_00","Rocket - Montréal",72,29,32,69,0.479,276,313,0.164,0.758,"QMJHL",2000,"0","Montréal","Montréal_2000"
"99_00","Tigres - Victoriaville",72,27,36,63,0.438,286,316,0.224,0.765,"QMJHL",2000,"0","Victoriaville","Victoriaville_2000"
"99_00","Screaming Eagles - Cape Breton",72,24,39,57,0.396,230,302,0.137,0.753,"QMJHL",2000,"0","Cape Breton","Cape Breton_2000"
"99_00","Titan - Acadie-Bathurst",72,20,40,52,0.361,227,311,0.163,0.734,"QMJHL",2000,"0","Bathurst","Bathurst_2000"
"99_00","Saguenéens - Chicoutimi",72,22,44,50,0.347,226,320,0.173,0.765,"QMJHL",2000,"0","Chicoutimi","Chicoutimi_2000"
"99_00","Foreurs - Val-d'Or",72,18,42,48,0.333,244,367,0.218,0.734,"QMJHL",2000,"0","d'Or","d'Or_2000"
"00_01","Cataractes - Shawinigan",72,54,10,116,0.806,375,192,0.287,0.821,"QMJHL",2001,"0","Shawinigan","Shawinigan_2001"
"00_01","Foreurs - Val-d'Or",72,46,17,101,0.701,369,235,0.239,0.844,"QMJHL",2001,"0","d'Or","d'Or_2001"
"00_01","Drakkar - Baie-Comeau",72,41,23,90,0.625,283,255,0.2,0.809,"QMJHL",2001,"0","Comeau","Comeau_2001"
"00_01","Mooseheads - Halifax",72,32,24,80,0.556,235,253,0.155,0.783,"QMJHL",2001,"0","Halifax","Halifax_2001"
"00_01","Tigres - Victoriaville",72,45,21,96,0.667,341,269,0.236,0.776,"QMJHL",2001,"0","Victoriaville","Victoriaville_2001"
"00_01","Huskies - Rouyn-Noranda",72,43,22,93,0.646,318,251,0.225,0.812,"QMJHL",2001,"0","Noranda","Noranda_2001"
"00_01","Olympiques - Hull",72,34,28,78,0.542,288,284,0.23,0.791,"QMJHL",2001,"0","Hull","Hull_2001"
"00_01","Voltigeurs - Drummondville",72,31,30,73,0.507,246,267,0.204,0.798,"QMJHL",2001,"0","Drummondville","Drummondville_2001"
"00_01","Screaming Eagles - Cape Breton",72,30,37,65,0.451,270,292,0.172,0.776,"QMJHL",2001,"0","Cape Breton","Cape Breton_2001"
"00_01","Titan - Acadie-Bathurst",72,29,38,63,0.438,239,281,0.235,0.755,"QMJHL",2001,"0","Bathurst","Bathurst_2001"
"00_01","Castors - Sherbrooke",72,28,37,63,0.438,245,274,0.192,0.785,"QMJHL",2001,"0","Sherbrooke","Sherbrooke_2001"
"00_01","Rocket - Montréal",72,24,35,61,0.424,249,310,0.173,0.771,"QMJHL",2001,"0","Montréal","Montréal_2001"
"00_01","Remparts - Québec",72,22,36,58,0.403,225,303,0.186,0.796,"QMJHL",2001,"0","Québec","Québec_2001"
"00_01","Saguenéens - Chicoutimi",72,22,39,55,0.382,242,313,0.176,0.746,"QMJHL",2001,"0","Chicoutimi","Chicoutimi_2001"
"00_01","Océanic - Rimouski",72,25,43,54,0.375,268,328,0.259,0.763,"QMJHL",2001,"0","Rimouski","Rimouski_2001"
"00_01","Wildcats - Moncton",72,23,41,54,0.375,246,323,0.21,0.75,"QMJHL",2001,"0","Moncton","Moncton_2001"
"01_02","Titan - Acadie-Bathurst",72,45,18,99,0.688,257,225,0.223,0.856,"QMJHL",2002,"0","Bathurst","Bathurst_2002"
"01_02","Cataractes - Shawinigan",72,43,21,94,0.653,288,200,0.225,0.825,"QMJHL",2002,"0","Shawinigan","Shawinigan_2002"
"01_02","Saguenéens - Chicoutimi",72,40,27,85,0.59,278,269,0.235,0.776,"QMJHL",2002,"0","Chicoutimi","Chicoutimi_2002"
"01_02","Olympiques - Hull",72,33,30,75,0.521,230,253,0.181,0.777,"QMJHL",2002,"0","Hull","Hull_2002"
"01_02","Mooseheads - Halifax",72,39,21,90,0.625,267,197,0.172,0.812,"QMJHL",2002,"0","Halifax","Halifax_2002"
"01_02","Screaming Eagles - Cape Breton",72,38,20,90,0.625,286,224,0.221,0.817,"QMJHL",2002,"0","Cape Breton","Cape Breton_2002"
"01_02","Tigres - Victoriaville",72,40,25,87,0.604,287,257,0.203,0.826,"QMJHL",2002,"0","Victoriaville","Victoriaville_2002"
"01_02","Drakkar - Baie-Comeau",72,38,25,85,0.59,288,231,0.214,0.819,"QMJHL",2002,"0","Comeau","Comeau_2002"
"01_02","Océanic - Rimouski",72,33,33,72,0.5,270,293,0.198,0.795,"QMJHL",2002,"0","Rimouski","Rimouski_2002"
"01_02","Remparts - Québec",72,31,32,71,0.493,212,260,0.166,0.8,"QMJHL",2002,"0","Québec","Québec_2002"
"01_02","Voltigeurs - Drummondville",72,31,35,68,0.472,255,264,0.251,0.796,"QMJHL",2002,"0","Drummondville","Drummondville_2002"
"01_02","Foreurs - Val-d'Or",72,28,35,65,0.451,230,257,0.207,0.775,"QMJHL",2002,"0","d'Or","d'Or_2002"
"01_02","Huskies - Rouyn-Noranda",72,26,36,62,0.431,232,281,0.185,0.777,"QMJHL",2002,"0","Noranda","Noranda_2002"
"01_02","Rocket - Montréal",72,23,39,56,0.389,198,243,0.143,0.804,"QMJHL",2002,"0","Montréal","Montréal_2002"
"01_02","Wildcats - Moncton",72,20,41,51,0.354,214,287,0.194,0.762,"QMJHL",2002,"0","Moncton","Moncton_2002"
"01_02","Castors - Sherbrooke",72,21,43,50,0.347,231,284,0.173,0.783,"QMJHL",2002,"0","Sherbrooke","Sherbrooke_2002"
"02_03","Drakkar - Baie-Comeau",72,50,14,108,0.75,319,213,0.244,0.839,"QMJHL",2003,"0","Comeau","Comeau_2003"
"02_03","Mooseheads - Halifax",72,44,15,101,0.701,289,206,0.196,0.834,"QMJHL",2003,"0","Halifax","Halifax_2003"
"02_03","Foreurs - Val-d'Or",72,39,23,88,0.611,241,221,0.187,0.852,"QMJHL",2003,"0","d'Or","d'Or_2003"
"02_03","Tigres - Victoriaville",72,38,26,84,0.583,265,237,0.204,0.85,"QMJHL",2003,"0","Victoriaville","Victoriaville_2003"
"02_03","Titan - Acadie-Bathurst",72,44,21,95,0.66,276,189,0.185,0.845,"QMJHL",2003,"0","Bathurst","Bathurst_2003"
"02_03","Remparts - Québec",72,42,24,90,0.625,278,205,0.206,0.821,"QMJHL",2003,"0","Québec","Québec_2003"
"02_03","Wildcats - Moncton",72,37,20,89,0.618,255,216,0.204,0.842,"QMJHL",2003,"0","Moncton","Moncton_2003"
"02_03","Olympiques - Hull",72,39,27,84,0.583,266,222,0.193,0.808,"QMJHL",2003,"0","Hull","Hull_2003"
"02_03","Castors - Sherbrooke",72,37,25,84,0.583,237,214,0.17,0.835,"QMJHL",2003,"0","Sherbrooke","Sherbrooke_2003"
"02_03","Rocket - Montréal",72,32,27,77,0.535,256,261,0.156,0.803,"QMJHL",2003,"0","Montréal","Montréal_2003"
"02_03","Huskies - Rouyn-Noranda",72,31,33,70,0.486,268,273,0.203,0.813,"QMJHL",2003,"0","Noranda","Noranda_2003"
"02_03","Cataractes - Shawinigan",72,25,35,62,0.431,209,249,0.178,0.796,"QMJHL",2003,"0","Shawinigan","Shawinigan_2003"
"02_03","Saguenéens - Chicoutimi",72,28,40,60,0.417,239,292,0.156,0.723,"QMJHL",2003,"0","Chicoutimi","Chicoutimi_2003"
"02_03","Screaming Eagles - Cape Breton",72,21,37,56,0.389,200,268,0.162,0.794,"QMJHL",2003,"0","Cape Breton","Cape Breton_2003"
"02_03","Voltigeurs - Drummondville",72,15,49,38,0.264,176,313,0.188,0.784,"QMJHL",2003,"0","Drummondville","Drummondville_2003"
"02_03","Océanic - Rimouski",72,11,58,25,0.174,190,385,0.151,0.762,"QMJHL",2003,"0","Rimouski","Rimouski_2003"
"03_04","Olympiques - Gatineau",70,50,13,107,0.764,306,179,0.222,0.845,"QMJHL",2004,"0","Gatineau","Gatineau_2004"
"03_04","Screaming Eagles - Cape Breton",70,49,16,103,0.736,273,164,0.182,0.876,"QMJHL",2004,"0","Cape Breton","Cape Breton_2004"
"03_04","Océanic - Rimouski",70,34,28,76,0.543,284,252,0.224,0.804,"QMJHL",2004,"0","Rimouski","Rimouski_2004"
"03_04","Wildcats - Moncton",70,46,19,97,0.693,270,206,0.208,0.859,"QMJHL",2004,"0","Moncton","Moncton_2004"
"03_04","Rocket - PEI",70,40,19,91,0.65,251,189,0.151,0.879,"QMJHL",2004,"0","PEI","PEI_2004"
"03_04","Cataractes - Shawinigan",70,39,21,88,0.629,259,215,0.212,0.812,"QMJHL",2004,"0","Shawinigan","Shawinigan_2004"
"03_04","Saguenéens - Chicoutimi",70,32,27,75,0.536,218,220,0.146,0.833,"QMJHL",2004,"0","Chicoutimi","Chicoutimi_2004"
"03_04","Huskies - Rouyn-Noranda",70,30,27,73,0.521,260,265,0.203,0.811,"QMJHL",2004,"0","Noranda","Noranda_2004"
"03_04","MAINEiacs - Lewiston",70,33,31,72,0.514,233,215,0.166,0.828,"QMJHL",2004,"0","Lewiston","Lewiston_2004"
"03_04","Foreurs - Val-d'Or",70,29,29,70,0.5,213,222,0.179,0.845,"QMJHL",2004,"0","d'Or","d'Or_2004"
"03_04","Voltigeurs - Drummondville",70,27,30,67,0.479,210,224,0.187,0.832,"QMJHL",2004,"0","Drummondville","Drummondville_2004"
"03_04","Remparts - Québec",70,28,32,66,0.471,210,245,0.165,0.804,"QMJHL",2004,"0","Québec","Québec_2004"
"03_04","Drakkar - Baie-Comeau",71,21,43,49,0.345,195,285,0.168,0.754,"QMJHL",2004,"0","Comeau","Comeau_2004"
"03_04","Tigres - Victoriaville",70,20,43,47,0.336,204,295,0.178,0.75,"QMJHL",2004,"0","Victoriaville","Victoriaville_2004"
"03_04","Mooseheads - Halifax",70,17,43,44,0.314,194,274,0.143,0.796,"QMJHL",2004,"0","Halifax","Halifax_2004"
"03_04","Titan - Acadie-Bathurst",70,18,49,39,0.279,184,314,0.138,0.804,"QMJHL",2004,"0","Bathurst","Bathurst_2004"
"04_05","Océanic - Rimouski",70,45,17,98,0.7,333,239,0.269,0.811,"QMJHL",2005,"0","Rimouski","Rimouski_2005"
"04_05","Mooseheads - Halifax",70,42,16,96,0.686,242,172,0.233,0.85,"QMJHL",2005,"0","Halifax","Halifax_2005"
"04_05","Huskies - Rouyn-Noranda",70,31,23,78,0.557,266,244,0.236,0.804,"QMJHL",2005,"0","Noranda","Noranda_2005"
"04_05","Saguenéens - Chicoutimi",70,38,19,89,0.636,264,217,0.237,0.82,"QMJHL",2005,"0","Chicoutimi","Chicoutimi_2005"
"04_05","Remparts - Québec",70,38,22,86,0.614,267,205,0.159,0.816,"QMJHL",2005,"0","Québec","Québec_2005"
"04_05","Wildcats - Moncton",71,37,24,84,0.592,206,175,0.169,0.844,"QMJHL",2005,"0","Moncton","Moncton_2005"
"04_05","Cataractes - Shawinigan",70,31,25,76,0.543,199,188,0.163,0.815,"QMJHL",2005,"0","Shawinigan","Shawinigan_2005"
"04_05","Olympiques - Gatineau",70,33,28,75,0.536,216,237,0.188,0.807,"QMJHL",2005,"0","Gatineau","Gatineau_2005"
"04_05","Screaming Eagles - Cape Breton",70,32,27,75,0.536,206,195,0.16,0.821,"QMJHL",2005,"0","Cape Breton","Cape Breton_2005"
"04_05","MAINEiacs - Lewiston",70,32,30,72,0.514,214,209,0.172,0.837,"QMJHL",2005,"0","Lewiston","Lewiston_2005"
"04_05","Voltigeurs - Drummondville",70,28,27,71,0.507,215,217,0.182,0.821,"QMJHL",2005,"0","Drummondville","Drummondville_2005"
"04_05","Tigres - Victoriaville",70,26,36,60,0.429,186,254,0.158,0.816,"QMJHL",2005,"0","Victoriaville","Victoriaville_2005"
"04_05","Drakkar - Baie-Comeau",70,24,37,57,0.407,208,280,0.156,0.746,"QMJHL",2005,"0","Comeau","Comeau_2005"
"04_05","Rocket - PEI",70,24,39,55,0.393,198,260,0.133,0.811,"QMJHL",2005,"0","PEI","PEI_2005"
"04_05","Foreurs - Val-d'Or",70,21,37,54,0.386,189,236,0.206,0.8,"QMJHL",2005,"0","d'Or","d'Or_2005"
"04_05","Titan - Acadie-Bathurst",70,18,42,46,0.329,163,244,0.156,0.776,"QMJHL",2005,"0","Bathurst","Bathurst_2005"
"05_06","Wildcats - Moncton",70,52,15,107,0.764,345,184,0.237,0.83,"QMJHL",2006,"0","Moncton","Moncton_2006"
"05_06","Remparts - Québec",70,52,16,106,0.757,349,221,0.244,0.842,"QMJHL",2006,"1","Québec","Québec_2006"
"05_06","Saguenéens - Chicoutimi",70,51,15,106,0.757,321,185,0.25,0.822,"QMJHL",2006,"0","Chicoutimi","Chicoutimi_2006"
"05_06","Titan - Acadie-Bathurst",70,43,19,94,0.671,291,223,0.215,0.807,"QMJHL",2006,"0","Bathurst","Bathurst_2006"
"05_06","Huskies - Rouyn-Noranda",70,43,22,91,0.65,305,259,0.24,0.81,"QMJHL",2006,"0","Noranda","Noranda_2006"
"05_06","Screaming Eagles - Cape Breton",70,40,23,87,0.621,236,206,0.194,0.828,"QMJHL",2006,"0","Cape Breton","Cape Breton_2006"
"05_06","Olympiques - Gatineau",70,40,23,87,0.621,261,215,0.172,0.84,"QMJHL",2006,"0","Gatineau","Gatineau_2006"
"05_06","MAINEiacs - Lewiston",70,36,23,83,0.593,240,207,0.197,0.837,"QMJHL",2006,"0","Lewiston","Lewiston_2006"
"05_06","Voltigeurs - Drummondville",70,37,28,79,0.564,273,256,0.214,0.798,"QMJHL",2006,"0","Drummondville","Drummondville_2006"
"05_06","Cataractes - Shawinigan",70,37,28,79,0.564,285,278,0.215,0.778,"QMJHL",2006,"0","Shawinigan","Shawinigan_2006"
"05_06","Mooseheads - Halifax",70,35,33,72,0.514,246,258,0.169,0.821,"QMJHL",2006,"0","Halifax","Halifax_2006"
"05_06","Fog Devils - St. John's",70,30,34,66,0.471,219,286,0.184,0.782,"QMJHL",2006,"0","St. John's","St. John's_2006"
"05_06","Drakkar - Baie-Comeau",70,30,38,62,0.443,249,285,0.178,0.783,"QMJHL",2006,"0","Comeau","Comeau_2006"
"05_06","Foreurs - Val-d'Or",70,28,39,59,0.421,244,298,0.193,0.763,"QMJHL",2006,"0","d'Or","d'Or_2006"
"05_06","Rocket - PEI",70,25,38,57,0.407,221,304,0.187,0.801,"QMJHL",2006,"0","PEI","PEI_2006"
"05_06","Tigres - Victoriaville",70,26,42,54,0.386,226,302,0.172,0.761,"QMJHL",2006,"0","Victoriaville","Victoriaville_2006"
"05_06","Sea Dogs - Saint John",70,15,47,38,0.271,174,325,0.149,0.785,"QMJHL",2006,"0","Saint John","Saint John_2006"
"05_06","Océanic - Rimouski",70,10,57,23,0.164,184,377,0.168,0.744,"QMJHL",2006,"0","Rimouski","Rimouski_2006"
"06_07","MAINEiacs - Lewiston",70,50,14,106,0.757,282,196,0.198,0.828,"QMJHL",2007,"0","Lewiston","Lewiston_2007"
"06_07","Foreurs - Val-d'Or",70,41,23,88,0.629,280,231,0.21,0.817,"QMJHL",2007,"0","d'Or","d'Or_2007"
"06_07","Screaming Eagles - Cape Breton",70,46,22,94,0.671,308,200,0.227,0.843,"QMJHL",2007,"0","Cape Breton","Cape Breton_2007"
"06_07","Wildcats - Moncton",70,39,25,84,0.6,254,263,0.179,0.757,"QMJHL",2007,"0","Moncton","Moncton_2007"
"06_07","Tigres - Victoriaville",70,38,25,83,0.593,264,240,0.184,0.809,"QMJHL",2007,"0","Victoriaville","Victoriaville_2007"
"06_07","Olympiques - Gatineau",70,39,27,82,0.586,303,274,0.239,0.791,"QMJHL",2007,"0","Gatineau","Gatineau_2007"
"06_07","Voltigeurs - Drummondville",70,37,26,81,0.579,262,255,0.217,0.82,"QMJHL",2007,"0","Drummondville","Drummondville_2007"
"06_07","Rocket - PEI",70,36,26,80,0.571,278,250,0.204,0.811,"QMJHL",2007,"0","PEI","PEI_2007"
"06_07","Drakkar - Baie-Comeau",70,35,26,79,0.564,304,285,0.22,0.783,"QMJHL",2007,"0","Comeau","Comeau_2007"
"06_07","Remparts - Québec",70,37,28,79,0.564,294,288,0.199,0.789,"QMJHL",2007,"0","Québec","Québec_2007"
"06_07","Huskies - Rouyn-Noranda",70,36,27,79,0.564,265,266,0.208,0.8,"QMJHL",2007,"0","Noranda","Noranda_2007"
"06_07","Titan - Acadie-Bathurst",70,35,28,77,0.55,291,269,0.252,0.795,"QMJHL",2007,"0","Bathurst","Bathurst_2007"
"06_07","Saguenéens - Chicoutimi",70,34,28,76,0.543,235,236,0.203,0.831,"QMJHL",2007,"0","Chicoutimi","Chicoutimi_2007"
"06_07","Mooseheads - Halifax",70,32,31,71,0.507,269,287,0.205,0.851,"QMJHL",2007,"0","Halifax","Halifax_2007"
"06_07","Fog Devils - St. John's",70,28,36,62,0.443,228,310,0.172,0.788,"QMJHL",2007,"0","St. John's","St. John's_2007"
"06_07","Cataractes - Shawinigan",70,25,39,56,0.4,228,301,0.17,0.781,"QMJHL",2007,"0","Shawinigan","Shawinigan_2007"
"06_07","Océanic - Rimouski",70,22,39,53,0.379,237,303,0.173,0.772,"QMJHL",2007,"0","Rimouski","Rimouski_2007"
"06_07","Sea Dogs - Saint John",70,20,47,43,0.307,209,337,0.142,0.73,"QMJHL",2007,"0","Saint John","Saint John_2007"
"07_08","Huskies - Rouyn-Noranda",70,47,20,97,0.693,294,238,0.213,0.821,"QMJHL",2008,"0","Noranda","Noranda_2008"
"07_08","Drakkar - Baie-Comeau",70,45,19,96,0.686,249,210,0.188,0.867,"QMJHL",2008,"0","Comeau","Comeau_2008"
"07_08","Olympiques - Gatineau",70,43,19,94,0.671,272,209,0.2,0.835,"QMJHL",2008,"0","Gatineau","Gatineau_2008"
"07_08","Mooseheads - Halifax",70,42,23,89,0.636,278,241,0.212,0.818,"QMJHL",2008,"0","Halifax","Halifax_2008"
"07_08","Sea Dogs - Saint John",70,41,22,89,0.636,265,238,0.197,0.775,"QMJHL",2008,"0","Saint John","Saint John_2008"
"07_08","Titan - Acadie-Bathurst",70,41,25,86,0.614,289,241,0.233,0.794,"QMJHL",2008,"0","Bathurst","Bathurst_2008"
"07_08","Screaming Eagles - Cape Breton",70,40,24,86,0.614,242,230,0.217,0.812,"QMJHL",2008,"0","Cape Breton","Cape Breton_2008"
"07_08","Saguenéens - Chicoutimi",70,37,25,82,0.586,235,203,0.153,0.818,"QMJHL",2008,"0","Chicoutimi","Chicoutimi_2008"
"07_08","MAINEiacs - Lewiston",70,37,26,81,0.579,222,212,0.174,0.852,"QMJHL",2008,"0","Lewiston","Lewiston_2008"
"07_08","Remparts - Québec",70,38,28,80,0.571,256,225,0.178,0.811,"QMJHL",2008,"0","Québec","Québec_2008"
"07_08","Fog Devils - St. John's",70,32,30,72,0.514,217,225,0.171,0.841,"QMJHL",2008,"0","St. John's","St. John's_2008"
"07_08","Cataractes - Shawinigan",70,33,33,70,0.5,226,241,0.192,0.812,"QMJHL",2008,"0","Shawinigan","Shawinigan_2008"
"07_08","Océanic - Rimouski",70,33,36,67,0.479,227,235,0.165,0.822,"QMJHL",2008,"0","Rimouski","Rimouski_2008"
"07_08","Rocket - PEI",70,30,36,64,0.457,243,287,0.165,0.821,"QMJHL",2008,"0","PEI","PEI_2008"
"07_08","Foreurs - Val-d'Or",70,27,34,63,0.45,203,264,0.174,0.808,"QMJHL",2008,"0","d'Or","d'Or_2008"
"07_08","Tigres - Victoriaville",70,29,37,62,0.443,224,276,0.187,0.778,"QMJHL",2008,"0","Victoriaville","Victoriaville_2008"
"07_08","Wildcats - Moncton",70,21,34,57,0.407,191,242,0.162,0.781,"QMJHL",2008,"0","Moncton","Moncton_2008"
"07_08","Voltigeurs - Drummondville",70,14,51,33,0.236,177,293,0.14,0.809,"QMJHL",2008,"0","Drummondville","Drummondville_2008"
"08_09","Voltigeurs - Drummondville",68,54,10,112,0.824,345,189,0.319,0.828,"QMJHL",2009,"0","Drummondville","Drummondville_2009"
"08_09","Wildcats - Moncton",68,48,14,102,0.75,236,149,0.233,0.84,"QMJHL",2009,"0","Moncton","Moncton_2009"
"08_09","Remparts - Québec",68,49,16,101,0.743,282,184,0.234,0.816,"QMJHL",2009,"0","Québec","Québec_2009"
"08_09","Olympiques - Gatineau",68,38,25,81,0.596,232,232,0.245,0.767,"QMJHL",2009,"0","Gatineau","Gatineau_2009"
"08_09","Cataractes - Shawinigan",68,51,14,105,0.772,308,183,0.314,0.812,"QMJHL",2009,"0","Shawinigan","Shawinigan_2009"
"08_09","Screaming Eagles - Cape Breton",68,46,18,96,0.706,252,201,0.221,0.799,"QMJHL",2009,"0","Cape Breton","Cape Breton_2009"
"08_09","Océanic - Rimouski",68,44,23,89,0.654,267,223,0.249,0.801,"QMJHL",2009,"0","Rimouski","Rimouski_2009"
"08_09","Junior - Montréal",68,34,30,72,0.529,211,202,0.187,0.787,"QMJHL",2009,"0","Montréal","Montréal_2009"
"08_09","Sea Dogs - Saint John",68,34,30,72,0.529,222,232,0.191,0.818,"QMJHL",2009,"0","Saint John","Saint John_2009"
"08_09","Tigres - Victoriaville",68,32,32,68,0.5,219,249,0.176,0.764,"QMJHL",2009,"0","Victoriaville","Victoriaville_2009"
"08_09","Huskies - Rouyn-Noranda",68,30,30,68,0.5,210,245,0.235,0.78,"QMJHL",2009,"0","Noranda","Noranda_2009"
"08_09","Rocket - PEI",68,26,32,62,0.456,229,243,0.165,0.789,"QMJHL",2009,"0","PEI","PEI_2009"
"08_09","Saguenéens - Chicoutimi",68,24,32,60,0.441,215,256,0.197,0.79,"QMJHL",2009,"0","Chicoutimi","Chicoutimi_2009"
"08_09","Titan - Acadie-Bathurst",68,20,35,53,0.39,187,256,0.175,0.779,"QMJHL",2009,"0","Bathurst","Bathurst_2009"
"08_09","Drakkar - Baie-Comeau",68,22,37,53,0.39,206,297,0.191,0.76,"QMJHL",2009,"0","Comeau","Comeau_2009"
"08_09","MAINEiacs - Lewiston",68,22,43,47,0.346,190,286,0.146,0.743,"QMJHL",2009,"0","Lewiston","Lewiston_2009"
"08_09","Foreurs - Val-d'Or",68,19,41,46,0.338,206,293,0.18,0.763,"QMJHL",2009,"0","d'Or","d'Or_2009"
"08_09","Mooseheads - Halifax",68,19,41,46,0.338,193,290,0.163,0.754,"QMJHL",2009,"0","Halifax","Halifax_2009"
"09_10","Sea Dogs - Saint John",68,53,12,109,0.801,309,187,0.243,0.788,"QMJHL",2010,"0","Saint John","Saint John_2010"
"09_10","Voltigeurs - Drummondville",68,51,15,104,0.765,307,185,0.226,0.804,"QMJHL",2010,"0","Drummondville","Drummondville_2010"
"09_10","Remparts - Québec",68,41,20,89,0.654,278,232,0.251,0.792,"QMJHL",2010,"0","Québec","Québec_2010"
"09_10","Huskies - Rouyn-Noranda",68,41,21,88,0.647,256,205,0.227,0.838,"QMJHL",2010,"0","Noranda","Noranda_2010"
"09_10","Wildcats - Moncton",68,48,14,102,0.75,276,164,0.27,0.83,"QMJHL",2010,"0","Moncton","Moncton_2010"
"09_10","Tigres - Victoriaville",68,46,19,95,0.699,296,191,0.256,0.858,"QMJHL",2010,"0","Victoriaville","Victoriaville_2010"
"09_10","Screaming Eagles - Cape Breton",68,41,22,87,0.64,238,185,0.206,0.824,"QMJHL",2010,"0","Cape Breton","Cape Breton_2010"
"09_10","Rocket - PEI",68,35,25,78,0.574,215,224,0.196,0.81,"QMJHL",2010,"0","PEI","PEI_2010"
"09_10","Océanic - Rimouski",68,34,27,75,0.551,246,265,0.252,0.765,"QMJHL",2010,"0","Rimouski","Rimouski_2010"
"09_10","Cataractes - Shawinigan",68,31,29,70,0.515,217,240,0.22,0.759,"QMJHL",2010,"0","Shawinigan","Shawinigan_2010"
"09_10","Junior - Montréal",68,31,30,69,0.507,215,215,0.146,0.83,"QMJHL",2010,"0","Montréal","Montréal_2010"
"09_10","Olympiques - Gatineau",68,30,33,65,0.478,213,217,0.182,0.821,"QMJHL",2010,"0","Gatineau","Gatineau_2010"
"09_10","Saguenéens - Chicoutimi",68,26,33,61,0.449,186,257,0.182,0.753,"QMJHL",2010,"0","Chicoutimi","Chicoutimi_2010"
"09_10","Titan - Acadie-Bathurst",68,25,37,56,0.412,208,286,0.178,0.775,"QMJHL",2010,"0","Bathurst","Bathurst_2010"
"09_10","Foreurs - Val-d'Or",68,22,38,52,0.382,202,296,0.181,0.759,"QMJHL",2010,"0","d'Or","d'Or_2010"
"09_10","MAINEiacs - Lewiston",68,23,42,49,0.36,212,298,0.153,0.731,"QMJHL",2010,"0","Lewiston","Lewiston_2010"
"09_10","Drakkar - Baie-Comeau",68,21,40,49,0.36,187,297,0.174,0.774,"QMJHL",2010,"0","Comeau","Comeau_2010"
"09_10","Mooseheads - Halifax",68,13,48,33,0.243,171,288,0.178,0.772,"QMJHL",2010,"0","Halifax","Halifax_2010"
"10_11","Sea Dogs - Saint John",68,58,7,119,0.875,324,165,0.251,0.837,"QMJHL",2011,"1","Saint John","Saint John_2011"
"10_11","Juniors - Montréal",68,46,12,102,0.75,263,185,0.23,0.801,"QMJHL",2011,"0","Montréal","Montréal_2011"
"10_11","Remparts - Québec",68,48,16,100,0.735,277,187,0.287,0.816,"QMJHL",2011,"0","Québec","Québec_2011"
"10_11","Voltigeurs - Drummondville",68,45,15,98,0.721,251,182,0.256,0.827,"QMJHL",2011,"0","Drummondville","Drummondville_2011"
"10_11","Olympiques - Gatineau",68,43,17,94,0.691,243,193,0.223,0.792,"QMJHL",2011,"0","Gatineau","Gatineau_2011"
"10_11","Titan - Acadie-Bathurst",68,44,21,91,0.669,261,197,0.255,0.823,"QMJHL",2011,"0","Bathurst","Bathurst_2011"
"10_11","Cataractes - Shawinigan",68,42,23,87,0.64,250,202,0.257,0.799,"QMJHL",2011,"0","Shawinigan","Shawinigan_2011"
"10_11","MAINEiacs - Lewiston",68,40,24,84,0.618,265,223,0.174,0.804,"QMJHL",2011,"0","Lewiston","Lewiston_2011"
"10_11","Wildcats - Moncton",68,33,25,76,0.559,232,256,0.262,0.779,"QMJHL",2011,"0","Moncton","Moncton_2011"
"10_11","Rocket - PEI",68,33,26,75,0.551,217,220,0.194,0.814,"QMJHL",2011,"0","PEI","PEI_2011"
"10_11","Tigres - Victoriaville",68,35,29,74,0.544,256,240,0.221,0.75,"QMJHL",2011,"0","Victoriaville","Victoriaville_2011"
"10_11","Océanic - Rimouski",68,31,33,66,0.485,226,236,0.243,0.79,"QMJHL",2011,"0","Rimouski","Rimouski_2011"
"10_11","Sagueneens - Chicoutimi",68,27,29,66,0.485,197,220,0.161,0.793,"QMJHL",2011,"0","Chicoutimi","Chicoutimi_2011"
"10_11","Foreurs - Val-d'Or",68,25,34,59,0.434,208,263,0.232,0.789,"QMJHL",2011,"0","d'Or","d'Or_2011"
"10_11","Mooseheads - Halifax",68,20,43,45,0.331,186,262,0.172,0.758,"QMJHL",2011,"0","Halifax","Halifax_2011"
"10_11","Screaming Eagles - Cape Breton",68,18,45,41,0.301,154,276,0.152,0.741,"QMJHL",2011,"0","Cape Breton","Cape Breton_2011"
"10_11","Drakkar - Baie-Comeau",68,12,46,34,0.25,151,266,0.127,0.76,"QMJHL",2011,"0","Comeau","Comeau_2011"
"10_11","Huskies - Rouyn-Noranda",68,12,50,30,0.221,151,339,0.142,0.711,"QMJHL",2011,"0","Noranda","Noranda_2011"
"11_12","Sea Dogs - Saint John",68,50,15,103,0.757,298,180,0.238,0.811,"QMJHL",2012,"0","Saint John","Saint John_2012"
"11_12","Cataractes - Shawinigan",68,45,16,97,0.713,274,179,0.201,0.824,"QMJHL",2012,"1","Shawinigan","Shawinigan_2012"
"11_12","Armada - Blainville-Boisbriand",68,40,22,86,0.632,258,219,0.198,0.744,"QMJHL",2012,"0","Boisbriand","Boisbriand_2012"
